business_id,date,likes,text,user_id
OFBJtqWGSx6n6CchtVmoRw,7/20/13,1,Best social late night eats!,usQTOj7LQ9v0Fl98gRa3Iw
rBuePZklY3upbFFE_ZOG2Q,4/9/14,1,"More showgirls than you can count, unless you can count like Rainman.",XHkzCzmIAB3DnjQO7v6jww
vk2V2-6-OOMqY16PlbS4MA,10/8/11,1,24 hour breakfast!,s-fUMm2wm5JQXKd4_G71fg
CZjcFdvJhksq9dy58NVEzw,11/29/10,1,Come between 3:30-3:50 pay for lunch buffet $20 and stay for dinner buffet with more seafood selection.,0mVScF9nfPVIkS2OlbvpNw
CZjcFdvJhksq9dy58NVEzw,9/15/12,1,Line is lonnng D: come an 1 hr or 2 before you get hungry but its worth it :),wT0E9gd6EP2Wdepjzboouw
CZjcFdvJhksq9dy58NVEzw,12/26/13,1,Let's see if it's worth the wait. Holliday special menu $35 for lunch instead if the normal $20.00. Long line minimum 1 hrs @ 2:00 pm.,4mCfNFI8GsJbYcEq_TskUQ
CZjcFdvJhksq9dy58NVEzw,5/12/15,1,If your at the waffles and looking for the syrup turn around.,ncfn8C4CsPpG3_qNnUYRAw
CZjcFdvJhksq9dy58NVEzw,7/12/15,2,Come at 2:30pm & pay $30 for the lunch buffet and stay for the crab legs which come out at dinner!,gL_ZCYyJCnxzhdZzgcDTMg
CZjcFdvJhksq9dy58NVEzw,8/17/15,1,Not worth the cost! Cold crab legs. Not sure what all of the hype is about,yxA6JtV0-lrOfisefOGYeQ
SLyacGZuMUKqrQJEooSkjw,4/17/11,1,Mimosa!!!!!!,DrHm8gzwHyBdbbe08IdDlQ
SLyacGZuMUKqrQJEooSkjw,8/5/15,2,Get the groupon for 2 at only $49. It included unlimited wine and beer.,966XGxBRmt8tCTRf4EKs8Q
DqY2VlbRuQ3Mu2mlxd4xUQ,1/3/13,1,Get here at least an hour early for box office tickets ( including will call ).,S8eOUVmsWAGgqMv7ateDpg
DqY2VlbRuQ3Mu2mlxd4xUQ,4/4/13,1,Use your student ID to get a 30% discount on tickets! Valid all the time.,iodvWA0jmT5WYQrq1VkUnA
FHqwLwpLjUjeLP-IdG_o_w,10/13/12,1,The grilled portabella and red pepper sandwich with goat cheese was excellent!,HF8tCO9rqg-NWqbgkCUJzQ
PqTX5j9yfsPbd1qQCA1EwA,3/22/12,1,Party time :),rrC9AMWDkbn8w6ICAcOKew
PqTX5j9yfsPbd1qQCA1EwA,9/2/13,1,You pee by candlelight in the main room...no joke #WhoDesignedThis ?!?!,g3z_RHT1oBH8e8vKcAUhTQ
PqTX5j9yfsPbd1qQCA1EwA,3/19/15,1,Contact me for VIP guestlist & table reservations at 562.331.1131 and I'll take care of you all! :),WcoAg3PrPUshNa0EBScPJA
WnY4HPJIYNXOPQH2mFzl2Q,2/12/13,1,"THEhotel has been sold to The Morgans Hotel Group and will be renamed and rebranded into The Delano Las Vegas. Also a new nightclub, restaurants and an update to Red Square managed by the Light Group by the end of 2013!",j_R81tns71fV58H65wShkg
WnY4HPJIYNXOPQH2mFzl2Q,1/24/14,1,No wifi in the suites. Just Ethernet :(,hBD_m8ElgHF0vcBXu1nx-A
WnY4HPJIYNXOPQH2mFzl2Q,1/24/14,1,Check out the MIX lounge and restaurant at the top of the hotel,hBD_m8ElgHF0vcBXu1nx-A
5rDosv0aIBhLg81IMSnlyg,2/17/13,1,Come at night during the lightshow! Make sure to call ahead for reservations. Collared shirt and no shorts are allowed.,RSYtQgXNAoHefJHChPPWJQ
aC64zob2zIgnBDRHx9HmXg,5/10/12,1,16$ adios,9J1BJ9g8LUa3ZctmXNfgnw
aC64zob2zIgnBDRHx9HmXg,11/9/13,1,Ghost Bar Day Club (GBDC) on Saturdays is the funnest club experience I've had in Vegas! Crazy amount of energy and good vibes.,3u1mx-oh3Qikkh3Fbh_W9g
kV768Ru9q3JKNNaKuKAKCw,10/17/12,1,"I have yet to see, ""O"". Still planning too.",j_R81tns71fV58H65wShkg
kV768Ru9q3JKNNaKuKAKCw,11/24/12,1,Great show to take a nap!,nG_zliKHG2PUttJa8z2APQ
mPDE4dMqAyLZNCR-tEYQ5w,3/19/13,1,Don't go on your first night in town. You may fall asleep.,0Y1-bvg3kJLR-QQh77Syxg
aSZzH68--YxNQYAO5nKBkA,11/24/14,1,Such a sexy vibe here and what a view! Girls in for free (passes) and guys in for free before 10. Get a pass!,Sn5VmGYLYkcEMVjvze1k1A
aSZzH68--YxNQYAO5nKBkA,5/7/15,1,"Please contact me to be placed on the VIP guest list for the Foundation Room! Beautiful sight of the Las Vegas strip! Free admission for guys & girls, only on my VIP guest list! 702.557.4136",wHljrlJbx42aBj9thYpMIg
aSZzH68--YxNQYAO5nKBkA,9/11/15,1,Please text me for all your VIP guest list and VIP bottle service needs! Kaila 702.557.4136 Thank you,wHljrlJbx42aBj9thYpMIg
8oqcpmXrymQ1RRMK12S7QA,8/17/13,1,Why is it so hard to get service??,BES4yWf5cN9LO-86S5Rskw
8oqcpmXrymQ1RRMK12S7QA,12/14/15,1,Offered daliy gifts for playing at this casino. The more you play the more extravagant the gifts. Does not take away points you have earned for the day.,Q2jWOzEmkl6Zys2R1fFZWg
jOuERtVf7QePnK9ZcdH5XA,9/30/12,1,Their chicken buffalo rolls are the sh1t!,S7pT-xqfemuB_MCeT6wtwA
jOuERtVf7QePnK9ZcdH5XA,7/7/13,1,Dont eat the eggs on the buffet line!,M6qAQvE8NG7LQ6eHJZ3Umg
jOuERtVf7QePnK9ZcdH5XA,10/10/13,1,The chicken & shrimp indochine was great ! With a caylipso mojito!,VrYLPJFLkQ-kUmk7Eg71cQ
jOuERtVf7QePnK9ZcdH5XA,10/17/15,1,Wendy answered the phone quickly and was very courteous and helpful w my special dietary needs. See you this evening!,9LUZil3kYErxhH4fQyfZzA
M2SjLXsuAy5RNKwxaA5E1g,7/28/13,1,I just paid $17 for two small bottles of water and a red solo cup of Pepsi. WTF???,Lbes5og7oJ-O3CAL2LMKjg
M2SjLXsuAy5RNKwxaA5E1g,2/22/15,1,They raised PBR prices at the venue by $1. A large cup now costs $12.,QhVMRycaxLqK7KL81dxFJQ
e9nN4XxjdHj4qtKCOPq_vg,6/19/12,1,You can't go wrong w/ grilled pork sandwich or BBQ pork sandwich. For under $4,rd3eacwmukL0qtIlakomKA
e9nN4XxjdHj4qtKCOPq_vg,6/29/13,1,Beware.. they close whenever they want so if it's close to time you may be out of luck (including 15 minutes before),YVYq9Gd7noSUDaWPUPgHgQ
e9nN4XxjdHj4qtKCOPq_vg,7/5/13,1,"CASH only. Make sure you bring the green! Oh and ""head cheese"" isn't cheese it's the face skin of a pig, from what the Colin, the nice cashier said ;-) I don't eat pork so I appreciated Colin giving me the heads up!",ka1mw3AWPKYKBi4ymeGDzw
jbKVbSz51F8IcewsiRQu4A,7/22/12,1,Best Hong Kong style Asian food in Phoenix. Calamari and pork chop Peking is flippin' awesome.,1rwtkywcms6ej0Wmcxm1Nw
jbKVbSz51F8IcewsiRQu4A,8/12/12,1,Amazing food,a09ENYogqRn0sQ8J2D_rng
DJlb6DLzT1yK5ipnL2I1dA,1/29/12,1,Table & bottle w/ my lovely cali heads!,-XOP-7h9gfkcCRt4jpFKbA
DJlb6DLzT1yK5ipnL2I1dA,8/18/12,1,Popping them bottles!!,WKR1O8p216GT0YDQ7EjwCg
DJlb6DLzT1yK5ipnL2I1dA,9/24/12,1,Had bottle service by the waterfall. Amazing view and good music!,yNxdgWJoCwg3cdO-N03nhQ
EbYGsrovAJRNitvkmAix3g,9/27/15,1,Go during the open house in late Nov. to see all of the rooms (with holiday trimmings) and hear about them from room committee members.,9OZH1Ecw-qUkCW5MS0NefA
rINqiBnIgisJ1T21OePKtQ,6/8/15,1,"While they may ""open"" at 6:00am, they don't serve food until 7:30am. Grrrrrrrrr.....",oFhtzLhXS1iENWoBMdWk4w
xfgwIpB-xeMpRCvltRIQAw,8/24/12,2,"The entire staff here is rude, from everyone at casino level to reservation desk.",1ajtlgbguet7_WgPSzTdrA
xfgwIpB-xeMpRCvltRIQAw,9/26/14,1,Great view,vmOq1OqCGKlfSXTqYmNdXw
SqVqa9InneZRMw58218JJg,9/19/12,1,An hour session. I'm going to die!,OSDR_W4vE3e2-kFvrlrknw
6rijZ1qIjiq1Dgdy35iqxw,11/3/13,1,"Hiking shoes are preferred on this hike, cause of all the loose gravel.",kWIyJklrVAxWQ9mi_X5ntg
j6gsvLJfIfCw5uiIicTq_A,5/12/13,1,"Love this place, but my bartender tried to tip herself ten dollars, bitch",gBKR3sghciESk3-_ZrxW3w
V1nEpIRmEa1768oj_tuxeQ,8/22/14,1,Its cheee-booo not seee-boooo. Lolz,CYHX8nnPoqclfWSsl1JWnA
EWMwV5V9BxNs_U6nNVMeqw,8/27/12,1,Sweet potato fries are the best!,fJTq39fyj0EPMydqKwz-Rw
EWMwV5V9BxNs_U6nNVMeqw,9/2/12,1,"Layer cake malbec, bruschetta, garden herb turkey burger, mascarpone cheesecake... YUM!",Gaf4_cxaz2s94qOe7lBA6Q
EWMwV5V9BxNs_U6nNVMeqw,12/15/12,1,Had to leave my Xmas party to satisfy my sweet potato fries craving,8p4at4zdzCpueAmSBaorZA
EWMwV5V9BxNs_U6nNVMeqw,5/15/14,1,"The bruschetta is so good, and the company was even better. The waitress was very attentive and the place was really busy for a Thursday lunch but we were seated right away.",lb5UCuM7pLXRJ_UR-KA4Dw
9vcPZJKD46IkBlFuU4Z-Dg,6/8/15,1,"We were planning on dining here Saturday night and were looking at the menu.  A server came in the door from outside and literally yelled at us to ""come in or leave!"" So we left.  We were near the doorway (where the menus are located), but not blocking it.  Frustrating.",TAOoRCZFOyySXWfOSaLQiQ
DzL4cUt5AVYRzzT7DHOgxg,2/20/13,1,"The parking is now $5, you have to pre pay it upon entry and jump through hoops like minimum play to get it reimbursed.",ZITCqv8BEKwFWebqyhWdlQ
DzL4cUt5AVYRzzT7DHOgxg,3/9/13,1,Plaza Hotel under construction '71 Courtesy of Vegastodayandtomorrow.com,j_R81tns71fV58H65wShkg
DzL4cUt5AVYRzzT7DHOgxg,7/24/13,1,"Dollar drafts, lots of tv's, zabba's, hash house, Oscar's. Not a bad place to hang.",uDVrgAX94cg2qndTSxsRqA
iXA8Y2bzvZo8MjALfZxrIg,9/17/15,1,Might need to ask for an extra shot! The margaritas have not been that stiff lately or I need to stop drinking! Lol,3pG31hQsUFbpMRPvDnf1dg
9Ywv51iCL_QSIGzFA6vqiQ,11/5/12,1,OMG! I know Im a geek but a couple ia getting married here today! He will out geek almost anyone; oh and mad props to the bride to agree to something so uncool!,mD1uXKXoCgxfpf9wz_1utA
UPgqmSaO5zOWNKczVwakLA,7/6/13,1,"So sad! Sushi-mon is disappearing! New owner, new chef, best rolls gone, new menu... Can't combine stamp cards, favorite servers gone, I could go on... Won't be going again!",NVhvosRjbHQ-sEcrkBpIFQ
UPgqmSaO5zOWNKczVwakLA,8/3/13,1,"Teriyaki beef lunch special for $7.95: miso soup, spinach side salad, 4 piece California roll, mac salad, rice, and beef, Bento box style. Made it cleaner by ordering beef without sauce, eating a little rice, and avoiding the mac salad. Green tea to drink. Boom!",xQpO4Jfi-Np3HLmJrQAe0Q
szw8OGJlsqaA3i2oe7dn9A,11/20/12,1,12 pc hand selected chocolates,ROENn-OYL2EP-zWxaCw63Q
szw8OGJlsqaA3i2oe7dn9A,2/13/13,2,So many deserts here,XnqHk7E7Iy_IB47FOVNp_w
szw8OGJlsqaA3i2oe7dn9A,7/30/13,1,"Gourmet on the Go! Choice of sandwich, salad and pastry  for $19.95 w/ notice.",d7avlb17tMYayryONp4WgQ
YNQgak-ZLtYJQxlDwN-qIg,7/26/12,1,my vote for best buffet in vegas!,hf8wMckM9DMg_gp5Vj6PrA
YNQgak-ZLtYJQxlDwN-qIg,12/2/12,1,desserts are not that fresh:-(,gNmoBqS4Cx8L6VsZNw7BEg
YNQgak-ZLtYJQxlDwN-qIg,8/21/13,1,"Ridiculously delicious. Go hungry. Kids are $40 also regardless of age, so make sure they're hungry too.",mf8j6QtuKPeBHrPxNZgBaQ
YNQgak-ZLtYJQxlDwN-qIg,4/16/14,1,Save some $$$ If you want only crab legs/sea food.. eat/pay @ lunch time closer to 3pm before they switch to dinner price. Seafood comes out @ 330pm.,OlTQz-sMqoMqEL5Pev-lQg
rGhbYmGvoqU7IVrmuNQi2g,3/1/13,1,Outstanding dim sun. Curry pie was delicate and wonderful.  Pumpkin dumplings were delightful.  Traditional steamed dumplings were among the best we have ever had.,1nRaJWXbKqjnSHS4gnshPQ
ZNdsRbGeOfrYYPRl6AziCQ,2/19/13,1,It's been an hour.. Still waiting for my food,6KUc5iSU3I5Yysqw2Rl60A
lVHtVCyFJOqAH0ltn7pLuw,2/16/11,1,Happy hour :),uNtNvaXxR5z5UO7frcThNg
Lq6CDJ2yHmMs4N7jscQhHQ,8/22/12,2,Reverse happy hour after 10pm.,OQNT99ImHfdKtWJeDmsX8Q
Lq6CDJ2yHmMs4N7jscQhHQ,9/23/12,1,Happy hour is awesome!!!!! Can't beat a Kirin and sake for $7!!!!!,ZPnjxhKUsBDhXEOBKY_n2g
Lq6CDJ2yHmMs4N7jscQhHQ,2/22/13,1,The 3-7 HH is fantastic!,6Kc2wn8AYDVQuH_KcD4WeA
vaq5SJubaZjIoGhgkwxxUA,5/11/13,1,Vegan Chick'n and Waffles. YUMMMMM!!!!,ZU6bAk4_uEu39zo4h-t-1A
Bt7lGzIlPGc13iCXoc-TIw,10/21/12,3,"Foie Gras Dumplings, Glazed Market Mushrooms, Truffled Mashed Potatoes, Filet Mignon, Dry Aged Bone-In Rib Eye.",fQovfpPn1sOdTQwjCtqPaw
Bt7lGzIlPGc13iCXoc-TIw,6/1/13,1,"Don't eat it...had a terrible experience,felt as though we were on a cruise ship...steak was cold and over cooked...had the seafood tower app for three and didn't know it was $200 till we received the check.Im not a cheap ass,but damn should of mentioned ""market price"".Waiter  had a 4 table section and was way too busy for fine detail...4 of us ate at the price of $800...go to Carnevino for a true Vegas steak experience",FrLO72gi4_NWeEHYWLzI2A
Bt7lGzIlPGc13iCXoc-TIw,4/7/15,1,"Have some drinks on me after dinner :) I'm a Host at Hyde Bellagio, the ultra lounge nightclub here with a balcony right over the fountain show! Text/call me at 631-792-3821 now to get your group on my VIP guestlist during your stay!",F7PiOrKBX5JyYKkyAGDTAQ
-2n-OHbbwIv3SY8RP9bgTQ,12/20/13,1,Tiramisu,uO8iD4P9kHpzkSXLLK27bA
ngNvH4sxnH9aMukTZ67R_Q,3/7/11,1,The best thing about this buffet is the noodle soup bar!,ia1nTRAQEaFWv0cwADeK7g
ngNvH4sxnH9aMukTZ67R_Q,11/23/12,1,"Mediocre buffet. Poor meat quality, many items are not labelled, not worth the $30 price. If you are still planning to give it a try, check-in on 4square for a $5 off coupon.",KkT-CWwPIzAcuarO_dpg4g
ngNvH4sxnH9aMukTZ67R_Q,12/11/13,1,"Attention locals: They are NO LONGER offering 50% off for locals. It's 25% now, not even worth it! Last time we will be back.",AlkZ6hhB9rcm504vjI1mNw
wim-TKBRSGeLuzjj3SaOIQ,11/18/12,1,my favorite spot to relax :),cs37Ohgq7_g3grJNEEUi2Q
wim-TKBRSGeLuzjj3SaOIQ,3/9/13,1,"- Relax, have a drink and a cigar -",j_R81tns71fV58H65wShkg
wim-TKBRSGeLuzjj3SaOIQ,6/14/15,1,Jonathan & Ian are such great bartenders!  Best I've ever encountered in Vegas.,1u3DTFuNSECX9yoUM78ajA
hD2hwdb_Ps8jUpo5T3PMvw,4/6/15,1,Parking is available in a lot south of the marketplace on Las Vegas Blvd. It's $5 and validation is only available at Chili's and Tamba Indian Cuisine. LAME.,N7wNlo3_EaHUWHiFDyGh5g
enbTOcl7WNgsjsAtmhvDRA,6/10/14,1,"Very good food, a lot of veggies and great meat!!!  Clean and delicious!",g-aiTMEByemMfrwOqgEsHg
W4A_cYOAHhOQ-wb8E7suvg,8/31/13,2,Save $39 on travelzoo deal until sept 14th.. $95 for premium ticket.. Promotion code: ZOO95,6DMPZ1VvFAt7Cl8SCCsMFA
W4A_cYOAHhOQ-wb8E7suvg,9/20/13,1,Second time watching it and I really dont mind! Great show.,GaJaf4RVb13QrTeTxYpXmA
W4A_cYOAHhOQ-wb8E7suvg,9/24/13,1,"If you have military ID, use it here for a huge discount!  We saved over $100!",oZvUrIlMbs3WBJrvbTBq6g
DjdA1xbHki_lopCSxf-Egg,3/3/13,1,"The cook was stuffing shit in his mouth while taking my order and making food, I'll never eat here again!",U8olJh1LHSUu666DoqMvJQ
tdeHd2AVYlEnz9F1UGb84Q,8/29/12,1,Inside Valley Ho,IY8_CNtXc8cIPzx-jGSFjQ
A71fIjJHDvnOFYeL_Jkv7A,6/28/13,1,Grilled onions us a must on a double double burger,E6SeBHO1U55FXdGdtTULpA
A71fIjJHDvnOFYeL_Jkv7A,4/10/15,1,God I wish they had a veggie burger. Great fries and milkshakes though.,m2-XqBlCXHKVxm-Y67Kysg
rBPQuQgTcMtUq5-RYhY2uQ,11/16/12,1,$5 off Buffet from checking in Foursquare,j_R81tns71fV58H65wShkg
rBPQuQgTcMtUq5-RYhY2uQ,4/11/13,1,This cracks me up! For $15 u can bypass the line and start stuffing your face sooner. This seems wrong!,9fTTesCwn9EO-d82ODJAnw
rBPQuQgTcMtUq5-RYhY2uQ,9/8/15,1,Crepe Made to Order Menu.,HBF3RmgMGvr6EVrSe6tldg
L9AlMDqwlKpVDFTcSIw4hA,7/29/11,1,Owner says A/C broken...it's hot in here: 7/29/11.,LP0bl3GKToABt3lnpSvA2w
MhH1kl9faN3RvIO4ptumTg,8/7/12,1,So sad. No mo' lau-lau.,TuLjkOVG7jBPADZ3nIg5vw
MhH1kl9faN3RvIO4ptumTg,3/9/14,1,jared gives service with aloha!! nice haole boy ^_^,1qEWNA1otqI-0vW9BJ41_Q
tcphcsPONrP82kUyvcELoA,7/5/12,1,Singapore noodles is the best here!,F035sK0a5IdfTuZainOfNg
5FLRsYrT6w2VSDvQDhphXg,12/14/12,1,Having a gnocchi feast.,CInFos81Gf4dkBJQL-1jGg
5FLRsYrT6w2VSDvQDhphXg,3/28/14,1,"The roasted chicken comes with three microscopic potatoes so if you want your carbs, get something else.",2UewzmlwbZ1qZ-WPnA538Q
vW4G1hwiW6LkuhAfbeRfqg,4/23/13,1,Cute little place with great food. Have to admit the service is very slow. Ugh!,Lbes5og7oJ-O3CAL2LMKjg
dgXQ8XDTHixDkx45t1ZETw,3/9/13,1,"THEbathhouse is on my, ""Must Do List""!",j_R81tns71fV58H65wShkg
XZpUbduFE3HUbFkt1Zk3aA,9/23/12,1,$4.99 steak and eggs mon-frid. from 11pm -6am.,orwezMFY5c335T1JaTCaGw
MHajTmVXiD6hVBYTLTwo6g,9/30/12,1,"Watch Amazing Race on CBS to see 2 of the Chippendales guys, Jaymes and James, travel the world to try and win a million dollars!",7H82rkP108uQ_wXf_uMeRQ
ppeTb_JfnAbO200zcTgNMw,6/28/15,3,"Great food, great service, great place.  I highly recommend the gnocchi.",rNtnIqaU6k9y537fjEqwzg
4uGHPY-OpJN08CabtTAvNg,9/30/13,1,Reserve a spot at the bar (best seats for watching food prep) at least a month in advance.,OaFcpi3W4AwxrD8W2pgC_A
cWFpyN49FRsFrNd3_cb50g,6/5/12,1,"In order to get the all you can eat side dishes, you must order 1 dish per person.",5ELXYmd6Hnj9_x9VEzCSPQ
M-vOSYnyuaE2TsFJF0uMbQ,8/8/12,1,Late lunch but oh so finger licking good!,NJr3BrZmavIuzKxE5W-aoQ
M-vOSYnyuaE2TsFJF0uMbQ,8/12/12,1,"Crazy busy tonight but when you're the Yelp Duke, you always have you're own table :)",NJr3BrZmavIuzKxE5W-aoQ
M-vOSYnyuaE2TsFJF0uMbQ,9/10/12,1,I eat here a lot. Ate one of my usuals and hot link was weird tasting today. Service great at lunch.,NJr3BrZmavIuzKxE5W-aoQ
M-vOSYnyuaE2TsFJF0uMbQ,1/29/13,2,Love hot towels n BBQ,NJr3BrZmavIuzKxE5W-aoQ
rmiK8V7l7NgEJSHJT-zWQQ,12/16/14,1,Make sure to bring your walking shoes!!,cVD5_RJCHv_IiMkD4zP-LA
rmiK8V7l7NgEJSHJT-zWQQ,1/2/15,1,AAA insurance members get a free coupon booklet for a ton of stores at the Information booth located mid mall. Just show your membership card,ylSCq3ABtpVhCbPMvBoLsg
rmiK8V7l7NgEJSHJT-zWQQ,8/16/15,2,Wasn't that long ago when one could roll a bowling ball down the aisles and not worry about knocking someone down. That's very different now days.,Q2jWOzEmkl6Zys2R1fFZWg
J4qLz0nGzCTMf6-kf_SiQg,12/30/14,1,No more knishes!  No more me!,DpXE4_FxemtCqAifwcWGlQ
UCjtaUCtJPbTUouHtQURvQ,10/25/15,1,Your chance to get a $3 burrito on Halloween. (Read the requirements.),RlAAn9opjQww-rLW_HSXOw
NrmjX7lp8LfqdJSd83P9-Q,4/25/14,3,Where's the ATM?,Vlon2bJdT43_1oHSrQsHTQ
b4lcgZ1ItuTjGGZmkLa2BQ,5/12/15,1,Ladies if you're considering Thunder from Down Under you should consider OGs men instead! Cheaper & you get transportation & drinks! Call/text me 701-361-1830 for fast/friendly service,pOR49dW1_yFMkq2jETHzRw
O-SE2b4SncLzk6jnPd8g6Q,2/21/15,1,"10AM-5PM, free admission.",ODhV53XhesCBLJVfGsJGNA
23SJEjfyU5gxY2chAKhgcw,10/16/12,1,I love the little carts of food.,PuW93FmHmLaU1hrWOXrvjQ
23SJEjfyU5gxY2chAKhgcw,1/12/13,1,This is ny favorite place for dim sun!! Soo good!,BlWq0rcHe-yQlB8-96kvkA
uivZFAXPZT9IBEgs0qWX8g,7/12/14,1,"Was trying to get ice cream for the kiddos here in fremont & this is where it's found accessibly. It's not good to drag them lil ones into the casino, right?",LpffafhOFVBgUD9EzAIfaw
BYQz12ztqIC54cmAEdCYDg,4/13/13,1,For all you fight fans out there. If you're willing to spend the $$$ on a fight get here early and watch the prelims.   Get your $$$ worth,oYM1vtgK2lSbHZ_wFjsqVQ
NBFu9Ia-KzpsByWtoB6JhA,2/17/13,1,Worth it for the price!,RSYtQgXNAoHefJHChPPWJQ
qMWWQpMiMcV8jz_57cBB0w,5/24/12,1,The brown sugar griddle cakes with strawberry butter amazing.,X_Yq3lhDgnw0Pqb0kbydqQ
Tr9fiwgB25qMpya6t8TIHQ,8/25/12,2,LOVE THIS PLACE!! if you werent here tonight you missed the money drop ! and the sexy entertainment,9G58gkQr7BYsdswXa-EjcA
Tr9fiwgB25qMpya6t8TIHQ,1/3/13,1,"Looking forward to preview of all the exciting things to come. Still am, but definitely was not the place to be for NYE. Backdoor was probably better. Should have kept doors closed until they were ready. quote word of nite ""epic fail "" for new year . Still remember opening of Krave at PH good times!",J-uAvC9-4Ig7zpXw258yZg
Tr9fiwgB25qMpya6t8TIHQ,3/9/13,1,Lame!,j_R81tns71fV58H65wShkg
4waggbCK-MSE9dbIdSMfPA,2/26/12,1,Getting ready to watch the sunset & have some dessert while enjoying a rotating panoramic view of Phoenix,3unUmylHLhFNBxG0QTWwPA
1yx2zLskVTe5WQdYjL2Apw,10/6/12,1,Flavored coffee creamers... Just ask,UC0dpX2T06sJg7BTrhsfkA
1yx2zLskVTe5WQdYjL2Apw,8/26/13,1,Best breakfast in my life.  This is our second day in a row.  This will be a Must every time I'm in vegas,UQPNpOlpBpjAs6FPgrPfEA
euyLDi74sLAYC9z9Pw-2oQ,5/11/13,1,Having my daughters birthday party here. What a blast!!!,TBbME7IpGfOOcB1uFOLjDQ
rXEGCpdboVwczMIDZuXXaA,10/12/12,1,Happy hour!,riGVBdcH-ICKvvMbdoPsUQ
rXEGCpdboVwczMIDZuXXaA,7/21/15,1,One of my favorite places to go for cocktails. Try the cucumber corpse reviver for something refreshing or the milk and honey for something smooth and sweet.,W0q0-VOTmPx4lYtpxI84IQ
jCUOqEK8Lln0PK3GeUl6IQ,9/8/13,1,fyi this place is not closed on sundays!!!,HestW1GKSkmUs_vpnauE_w
jCUOqEK8Lln0PK3GeUl6IQ,10/16/13,1,Adopt a pastry for $0.75,HestW1GKSkmUs_vpnauE_w
rZbHg4ACfN3iShdsT47WKQ,11/23/14,1,You had better eat those donut bites fresh.  They aren't nearly as good when you bring them home.,nL4QufiB7bmRrP-oV14L4Q
FUI-hWH_bpis7AKZTWenUQ,6/13/14,1,The lettuce wraps are the best thing I've eaten in a long time. A must have!!,S-Nk2FUhWe_3UqayJxkSGA
lk-6NXfpSgvNw7zm0xtUVw,11/30/14,1,Breakfast Burrito.,E2DYTWOVSptFJqM7jckPpg
JQNOv7QlaF0giKAKCn61yw,8/17/12,1,Spam Musubi is the business!!,0hWZlmVQPSpMyCRwqkVO4g
JQNOv7QlaF0giKAKCn61yw,12/6/12,1,Great food and very friendly,M7yg4DlVoCEfsyYrjGLniw
TBByB05sSZZb4vyGCt6Uuw,8/4/12,1,"Best cupcakes in Vegas. Lemon Blueberry, Peanut Butter Chocolate are the must try flavors.",eXZ8DWhzbBPfR9KkvOtRwA
lyC2KqGiFIwct39jbdIdJg,3/10/12,1,All I can say is...lobster mac and cheese :),TSsdsueYKHBMK0SHYW6UBw
lyC2KqGiFIwct39jbdIdJg,6/30/12,1,The best Calamari in Las Vegas!!,j1oinlK0n5HhSRrqlPpPzQ
rXb8s7TOx2-uWxzACEXcpg,8/27/12,1,My first Yelp Elite event!,cNsuaATGLVUUpDSkChEk-g
rXb8s7TOx2-uWxzACEXcpg,6/7/13,1,Rooftop deck is open!,nEYPahVwXGD2Pjvgkm7QqQ
WUZxVr_CaRqEQgzvyeK5tw,10/22/12,1,Undergoing a massive renovation that will continue until the 3rd week of November. Don't waste your time like I did.,XTFE2ERq7YvaqGUgQYzVNA
WUZxVr_CaRqEQgzvyeK5tw,4/16/15,1,IKEA- you complete me.,AYGHNy8gPxl2Q-etTT3hZw
WUZxVr_CaRqEQgzvyeK5tw,7/10/15,1,"Parents: IKEA has a wonderful child care center near the entrance. Use it! My last visit was spoiled by all the running, yelling, tantrum throwing kiddies in the showroom. Please have some consideration for others.",ncyF3hO5J9QVOoUNKDWWsw
c12WDNrP2wyQgbnEYDdxCw,3/25/14,1,Do not come here. Food is awful. Nothing good about this place. Only services are ok.,F7_IKP3GyHERd_sduLf6jQ
c12WDNrP2wyQgbnEYDdxCw,3/27/14,1,"Gross, poor customer service, my husband had a raw piece of chicken. For the price go some where else it is not worth it.",WMshK0lXHgnJeJudtrFtTw
45CkLZEIYK4KLDAb5GvxEg,10/10/13,1,Happy hour from 3 to close because of the football games!,Yw-Q_4QrwWffjnHWLvo4kw
3C-tuH9X6x5PqGDRYn83uQ,12/24/12,1,Updated handcrafted cocktail menu! Gotta check these new drinks out!,6xaw3UycZrcAJLGYGT5xbw
3C-tuH9X6x5PqGDRYn83uQ,5/5/13,1,zucchini & eggplant chips are amazing. Come hungry if you order them!,F3fHCUP4ehc1byNkkaIdaw
kPh2gPvd8moVx6gNf2iHsA,10/9/12,1,Only bar open past 10pm in the terminal! :),qKRE_7osP1zUbrMxp3nI_w
V-mvhyX6lxu5l2euYatlrQ,1/3/13,1,Fiesta Bowl! Yeaaaaaah!,ZW8jy6ehrNzn9A5iCubVGg
XNtSLbyznmRpoTtM0v0cjg,10/13/13,1,I always love this place it's low key with a variety of people!,VrYLPJFLkQ-kUmk7Eg71cQ
XNtSLbyznmRpoTtM0v0cjg,6/13/14,1,They do lots of flare when making drinks. So come prepared to be entertained by both the music and atmosphere both. A new staple for my future Vegas trips.,lvKZMU45FfMpk_5KGrUO_g
uqisw8IXD5ZutU4MT2MQVw,3/27/15,1,Vegas Eater says they're closing down this weekend. Had to come in for one last bowl of ramen...best tonkatsu ramen in town :-(,hcnHQ3NSgtASSAJHrD4ZxQ
